nome_equip_urbano,tipo_equip_urbano,endereco_equip_urbano,codigo_logradouro,lei_equip_urbano,nome_oficial_equip_urbano,area,perimetro,codigo_bairro,nome_bairro,latitude,longitude,area_m2,bairro_normalizado
Antonio Bezerra Pontes,Praça,Praca Do Sena/Rua Capitao Fernao De Melo/Rua Capitao Domingos Da Costa,122505.0,,Praça Antonio Bezerra Pontes,"664,1367707","121,4061259",850,Areias,-8.096969362,-34.93386564,664.1367707,AREIAS
Da Mentira,Praça,Rua Capitao Amaro Cerqueira/ Rua Sargento Afonso Rodrigues/ R Cap F Da Rocha/ R Cap A Do Rego,122521.0,,Praça da Mentira,"1724,992456","162,267547",850,Areias,-8.096804269,-34.9326179,1724.992456,AREIAS
Da Rua Água Preta,Praça,Rua Gloria Do Goita / Rua Jaboataorua Agua Preta / Rua Lagoa De Itaenga,122467.0,,Praça da Rua Água Preta,"773,5482101","143,1176428",884,Cohab,-8.123178781,-34.94748407,773.5482101,COHAB
Da Vitoria,Praca,Rua Capitao Gregorio De Albuquerque/Avenida Izabel De Goes,122475.0,,Praça da Vtiória,"775,3141317","120,143224",850,Areias,-8.094423466,-34.93421939,775.3141317,AREIAS
Da Avenida Da Recuperação,Praça,Avenida Da Recuperacao,122742.0,,Praça da Avenida da Recuperação,"3999,450181","287,3981918",418,Guabiraba,-7.987094409,-34.93509587,3999.450181,GUABIRABA
Vale Do Siriji,Praça,Rua Vale Do Siriji/ Rua Americo Virgilio,122491.0,,Praça Vale do Siriji,"160,4927067","53,01332547",736,Varzea,-8.036230847,-34.97685972,160.4927067,VARZEA
Da Rua Solanea,Praça,Rua Solanea/ Rua Mundau/ Rua Pirpirituba/ Rua Guaraquebaca,122548.0,,Praça da Rua Solanea,"638,0243932","98,69835482",884,Cohab,-8.116536938,-34.95369235,638.0243932,COHAB
Arlindo Araújo Filho,Praca,Rua Professor José Calazans / 1º Travessa Da Rua Manuel Vieira,122530.0,,Praca Arlindo Araujo Filho,"586,0486615","103,7666092",817,San Martin,-8.070507075,-34.93289333,586.0486615,SAN MARTIN
Cais Edgar Amorim,Praça,Avenida Rui Barbosa,122696.0,,Praça Cais Edgar Amorim,"998,4940163","148,6232686",159,Jaqueira,-8.037148563,-34.90625213,998.4940163,JAQUEIRA
Dona Lindu,Parque,Avenida Boa Viagem,119997.0,17271/06,Parque Dona Lindu,"35964,94082","802,8984853",205,Boa Viagem,-8.14134971,-34.90415197,35964.94082,BOA VIAGEM
Professor Rutilho,Praca,Rua Professor Rutilho/Rua Inaja/Rua Alcantara/Rua Pagy,122653.0,,Praça Professor Rutilho,"325,2233158","79,31402076",922,Coqueiral,-8.088984264,-34.96728722,325.2233158,COQUEIRAL
Professor Rutilho,Praca,Rua Professor Rutilho/Rua Inaja,122653.0,,Praça Professor Rutilho,"285,4649075","112,8570207",922,Coqueiral,-8.088673735,-34.96701413,285.4649075,COQUEIRAL
Simon Bolivar,Praça,Avenida Governador Agamenon Magalhaes/ Avenida Cruz Cabuga,122670.0,,Praça Simon Bolivar,"1872,374536","327,9957765",108,Santo Amaro,-8.03719613,-34.87002708,1872.374536,SANTO AMARO
Simon Bolivar,Praça,Avenida Gov Agamenon Magalaes/ Avenida Cruz Cabuga,122670.0,,Praça Simon Bolivar,"2025,082895","209,4298171",108,Santo Amaro,-8.03754857,-34.87007163,2025.082895,SANTO AMARO
Memorial Arco Verde,Parque,Avenida Agamenon Magalhaes/ Avenida Cruz Cabuga,122661.0,,Praça Memorial Arco Verde,"10339,30283","421,8546651",108,Santo Amaro,-8.036608071,-34.87010932,10339.30283,SANTO AMARO
Memorial Arco Verde,Parque,Avenida Agamenon Magalhaes/ Avenida Cruz Cabuga,122661.0,,Praça Memorial Arco Verde,"10339,30283","421,8546651",280,Campo Grande,-8.03610835,-34.87077364,10339.30283,CAMPO GRANDE
Da Avenida Mauricio De Nassau I,Praca,Avenida Mauricio Da Nassau/Rua Luiz Carlos Guilherme,122688.0,,Praça da Avenida Maurício de Nassau,"785,7192735","126,3127473",680,Cordeiro,-8.043500973,-34.92234616,785.7192735,CORDEIRO
Da Avenida Mauricio De Nassau Ii,Praca,Avenida Mauricio De Nassau/ Rua Luiz Carlos Guilherme,122688.0,,Praça da Avenida Maurício de Nassau,"1691,510173","206,5356382",680,Cordeiro,-8.043888562,-34.92246046,1691.510173,CORDEIRO
Silva Jardim,Praça,Avenida Dezessete De Agosto/ Rua Temporal,122700.0,,Praça Silva Jardim,"150,7621806","50,42578273",485,Monteiro,-8.02777343,-34.92886297,150.7621806,MONTEIRO
Quartel General,Praca,Rua Do Hospicio/ Rua Do Principe,122726.0,,Praça Quartel General,"1080,948019","156,4262318",86,Boa Vista,-8.05811559,-34.88327215,1080.948019,BOA VISTA
Jose Da Mota Silveira,Praça,Rua Arlindo Gouveia/Avenida Beira Rio,122734.0,,Praça José da Mota Silveira,"839,101398","133,9655651",647,Madalena,-8.0564113,-34.90379033,839.101398,MADALENA
Joca Leal,Praça,Largo De Casa Amarela/ Rua Santa Izabel,122750.0,,Praça Joca Leal,"1230,987551","145,1473401",434,Casa Amarela,-8.026715931,-34.91874033,1230.987551,CASA AMARELA
Amaro Lopes / Da Fumaça,Praça,Rua Principal / Rua Monte Horeb,122769.0,,Praça Amaro Lopes/da Fumaça,"345,6430453","78,21207098",523,Alto Jose Do Pinho,-8.023460228,-34.90806016,345.6430453,ALTO JOSE DO PINHO
Sítio Da Trindade/Arraial Velho Do Bom Jesus,Parque,Estrada Do Arraial / Estrada De Entrocamento/Rua Pedro Afonso,122777.0,,Parque Sítio da Trindade/Arraial V. do Bom Jesus,"61042,85109","1200,506821",434,Casa Amarela,-8.030021972,-34.91275685,61042.85109,CASA AMARELA
Jose Bonifacio,Praça,Trv Corrego Do Euclides/R Alto Jose Bonifacio/ R Alto Da Serrinha/R Alto Da Conquista/Rua Sao Jose,122785.0,,Praça José Bonifácio,"1799,408584","189,3714813",540,Alto Jose Bonifacio,-8.012440826,-34.91357212,1799.408584,ALTO JOSE BONIFACIO
Jenner De Souza,Praca,Rua Amaro Bezerra/ R Jenner De Souza,122807.0,,Praça Jenner de Souza,"2697,020853","251,1074424",140,Derby,-8.054924707,-34.90034744,2697.020853,DERBY
Otávio  De Freitas,Praça,Rua Jener De Souza/ Rua Amauri De Medeiros,122815.0,15.310/90,Praça Otávio de Freitas,"5948,34773","308,1315588",140,Derby,-8.057887213,-34.90050161,5948.34773,DERBY
Da Rua José Pimentel,Praça,Rua Jose Pimentel/Rua Candido Portinari/Rua Adolfo Ferreira/Rua Fernando Ferrari,122823.0,,Praça da Rua José Pimentel,"1380,627152","144,7232723",213,Ipsep,-8.114548305,-34.91848104,1380.627152,IPSEP
Largo Dom Luiz,Praça,Largo Dom Luiz / Avenida Norte Miguel Arraes De Alencar,39683.0,10188/69,Largo Dom Luiz,"1197,226956","196,9104419",558,Vasco Da Gama,-8.020885691,-34.91734692,1197.226956,VASCO DA GAMA
General Euler Bents/ Da Sudene,Praça,Rua Jean Emile Favre/Rua Sartunino Meireles/Avenida Raimundo Diniz/Rua Silveira Neto,122831.0,,Praça General Euler Bentes/da Sudene,"5511,929787","324,3389712",213,Ipsep,-8.113887535,-34.92190533,5511.929787,IPSEP
Da Rua  Antonio Aparecido,Praça,Rua Soldado Antonio Aparecido/ Rua Sargrnto Rubens Leite/,122718.0,,Praça do Monteiro,"110,3115835","49,11276012",884,Cohab,-8.127494322,-34.94578104,110.3115835,COHAB
Maria Vitalina Gonçalves Da Rocha / Do Bongi,Praça,Rua Dona Maria Augusta Nogueira/Rua Isaac Markman,122840.0,15319/90,Praça Maria Vitalina Gonçalves da Rocha,"1245,491931","157,2600773",809,Bongi,-8.063929747,-34.92180501,1245.491931,BONGI
Senhor Bartolomeu,Praça,Rua Coronel João Batista Do Rego Barros/ Rua Antonio  Batista De Souza,124052.0,,PRC SENHOR BARTOLOMEU,"2441,237516","204,8035243",582,Macaxeira,-8.017911929,-34.93295864,2441.237516,MACAXEIRA
Da Quadra,Praça,Rua Cassatuba/Rua Catigua,124036.0,,Praça da Quadra,"1555,426488","151,1045879",558,Vasco Da Gama,-8.012731231,-34.92137623,1555.426488,VASCO DA GAMA
Sitio Grande,Praça,Avenida Norte Miguel Arraes,124028.0,,Praça Sitio Grande,"451,611361","157,5727712",493,Alto Do Mandu,-8.019765636,-34.92688557,451.611361,ALTO DO MANDU
Nadir Colaço,Praça,Avenida Norte Miguel Arraes De Alencar/ Rua Ana/ R Pedro Paes De Mendonca,123994.0,,Praça Nadir Colaco,"2649,360826","220,7338513",582,Macaxeira,-8.016750179,-34.92925896,2649.360826,MACAXEIRA
Jose Vieira,Praça,Rua Engenho Carauna/ Rua Manoel Serafim Do Couto,123986.0,,Praça José Vieira,"881,3337946","148,1093809",264,Imbiribeira,-8.087220203,-34.90516133,881.3337946,IMBIRIBEIRA
Jose Vieira,Praça,Rua Engenho Agua Clara/ Rua Manoel Serafim Do Couto,123986.0,,Praça José Vieira,"644,2453277","142,6088285",264,Imbiribeira,-8.086877574,-34.90536075,644.2453277,IMBIRIBEIRA
Da Morena,Praça,Avenida Rio Grande / Rua Rio Jaró / Rua Rio Uruguai,123978.0,,Praça da Morena,"689,6837729","138,84815",884,Cohab,-8.116369718,-34.94830291,689.6837729,COHAB
Da Morena,Praça,Avenida Rio Grande / Rua Rio Gurupí/ Rua  Rio Parauá,123978.0,,Praça da Morena,"834,2104048","198,8630516",884,Cohab,-8.11617109,-34.94890321,834.2104048,COHAB
Campo Do Lagoão,Praça,Rua Dr Cezar Montezuma / Rua Alfredo Martins De Almeida,123943.0,,Praça Campo do Lagoão,"266,6207775","77,87109003",884,Cohab,-8.128845111,-34.95083215,266.6207775,COHAB
Boco-Moco/Da Ur 5,Praça,Rua Joao Joaquim De Mello Filho/R Gal Coelho Cintra/ R Des Thomaz C Wanderley/R Alvarenga Peixoto,123960.0,,Praça Boco-Moco/da UR 5,"844,4557704","112,0257242",884,Cohab,-8.132747044,-34.94970258,844.4557704,COHAB
Nova Esperança,Praça,Rua Nova Alianca (Vila Uniao),123951.0,,Praça Nova Esperança,"3226,833013","234,5224399",698,Iputinga,-8.030824123,-34.93262109,3226.833013,IPUTINGA
Maracangaia,Praça,Rua Guaratuba/Rua Manacapuru/Rua Pirpirituba/Rua Obidos,124311.0,,Praça Maracangaia,"633,4580659","97,09214895",884,Cohab,-8.116811063,-34.9546874,633.4580659,COHAB
Exposição Do Cordeiro,Parque,Avenida Mauricio De Nassau/ Rua Costa Maia/ Avenida Caxanga/ Rua Antero Mota,123927.0,,Parque Exposição do Cordeiro,"160381,4823","1799,914586",680,Cordeiro,-8.044744487,-34.92535678,160381.4823,CORDEIRO
Flor De Cheiro,Praça,Rua Quirinópolis / Rua Currais Novos/ Rua Maua/ Rua Itaperuna/,123919.0,,Praça Flor de Cheiro,"697,760626","102,9298426",884,Cohab,-8.120125345,-34.95710594,697.760626,COHAB
João Felipe Santiago,Praça,Rua Sapucaia / Avenida Santa Fe,123900.0,,Praça João Felipe Santiago,"2176,278751","183,9188923",884,Cohab,-8.118819683,-34.95492513,2176.278751,COHAB
Gonçalo Leitão,Praça,Rua Cientista Nelson Chaves / Rua Capitao Joao De Albuquerque / Rua Goncalo Leitao,122858.0,,Praça Gonçalo Leitão,"1488,511207","155,1105824",884,Cohab,-8.128727997,-34.94708775,1488.511207,COHAB
Da Rua Itacambira,Praça,Rua Itanage/Rua Potengy/Rua Itacambira/Trv Itanage,122866.0,,Praça da rua Itacambira,"5811,734724","310,8062576",213,Ipsep,-8.105712489,-34.91999826,5811.734724,IPSEP
Da Rua Arquiteto Luiz Nunes,Praça,Rua Frederico Lundgren / Rua Olivia Menelau,122874.0,,Praça da Rua Arquiteto Luiz Nunes,"554,2506402","99,99438348",264,Imbiribeira,-8.089276206,-34.91049532,554.2506402,IMBIRIBEIRA
Da Avenida Engenheiro Abdias De Carvalho,Praça,Rua Dr Flavio Ferreira Da Silva Marojo/ Avenida Engenheiro Abdias De Carvalho,122882.0,,Praça da Avenida Engenheiro Abdias de Carvalho,"41709,62016","1418,642127",752,Curado,-8.067910349,-34.93832462,41709.62016,CURADO
Da Avenida Engenheiro Abdias De Carvalho,Praça,Rua Dr Flavio Ferreira Da Silva Marojo/ Avenida Engenheiro Abdias De Carvalho,122882.0,,Praça da Avenida Engenheiro Abdias de Carvalho,"41709,62016","1418,642127",701,Torroes,-8.065952236,-34.93789124,41709.62016,TORROES
Do Largo Da Ponte Do Motocolombo,Praça,Avenida Sul/Avenida Marechal Mascarenhas De Moraes,122904.0,,Praça do Largo da ponte do Motocolombo,"1470,134711","295,9558201",779,Afogados,-8.082850417,-34.90642201,1470.134711,AFOGADOS
Rafael De Oliveira Alves,Praça,Rua Jundiai/ Alca Do Viaduto Da Ceasa,122912.0,,Praça Rafael de Oliveira Alves,"2406,159","344,6494094",868,Jardim Sao Paulo,-8.075239891,-34.94558515,2406.159,JARDIM SAO PAULO
Truaca/ Tempo De Crescer,Praça,Rua Engenho Mata Limpa / R Engenho Terra Vermelha / R Engenho Laje Bonita / R Engenho Pedra Lavrada,122947.0,,Praça Truaca/Tempo de Crescer,"958,128845","117,9995163",884,Cohab,-8.111212827,-34.95146858,958.128845,COHAB
Tempo De Crescer,Praça,Rua Engenho Linda Flor/ Rua Engenho Duas Barras/ R Engenho Laje Bonita,122955.0,,Praça Tempo de Crescer,"701,6276531","103,987811",884,Cohab,-8.111087025,-34.95081999,701.6276531,COHAB
Luiz De Lacerda,Praça,Avenida Luiz De Lacerda/Rua Veneza/Avenida Historiador Jordao Emerenciano,122963.0,,Praça Luiz de Lacerda,"2615,255209","216,9013635",698,Iputinga,-8.036268228,-34.94338123,2615.255209,IPUTINGA
Do Caixito,Praça,Rua Flora Rica /Rua Pedro Boulitreau/ Rua Farroupilha,124265.0,,Praça do Caixito,"2500,843725","197,3032998",817,San Martin,-8.074056853,-34.93108626,2500.843725,SAN MARTIN
Boco Moco,Praça,Rua Afonso Arinos/ R Arq Reinaldo Alves Maia/ R Des Thomaz C  Wanderley/ R Arq Maria Lucia Barbosa,123960.0,,Praça Boco-Moco/da UR 5,"773,3633504","105,6514624",884,Cohab,-8.133478736,-34.95051865,773.3633504,COHAB
Ministro Salgado Filho,Praça,Avenida Marechal Mascarenhas De Moraes,66923.0,,Praça Ministro Salgado Filho,"16155,88813","708,7220395",230,Ibura,-8.133597383,-34.91695028,16155.88813,IBURA
Professor Trajano,Area Verde,Rua Professor Trajano De Mendonca/ Rua Real Da Torre,,,,"1630,029912","175,0107743",655,Torre,-8.044593017,-34.90991802,1630.029912,TORRE
Da Rua Riacho Doce,Praça,Rua Riacho Doce / Rua Engenho Barra Azul / Rua Engenho Bela Vida,124303.0,,Praça da Rua Riacho Doce,"1035,964447","126,5791558",884,Cohab,-8.112307346,-34.95126004,1035.964447,COHAB
Monteiro Lobato,Praça,Rua Pedro Malazarte / Rua Marquês De Rabico / Rua Do Garnize,124290.0,,Praça Monteiro Lobato,"858,6068874","121,4712714",884,Cohab,-8.131932272,-34.94735949,858.6068874,COHAB
Robert Kennedy / Da Juventude,Parque,Rua Frof Nelson Melo/R Estudante Sinval Meira Henrique/Avenida Sen Robert Kennedy/R Dr Ruy L  Cavalcanti,122980.0,,Praça Robert Kennedy/da Juventude,"19089,89439","548,372238",213,Ipsep,-8.116369686,-34.91858583,19089.89439,IPSEP
Da Rua Joao Guilherme,Praça,Rua Jose Pimentel/R Esperidiao Cordeiro De Morais/R Antonio Conselheiro/R Joao Guilherme,124249.0,,Praça da rua João Guilherme,"1356,111848","143,4003905",213,Ipsep,-8.115386499,-34.91944517,1356.111848,IPSEP
Da Rua Junqueira Freire,Praça,Rua Jose D'Emery Carneiro/Rua Albino Reine/R Antonio Conselheiro/Rua Junqueira Freire,122920.0,,Praça da rua Junqueira Freire,"1353,953936","143,0569782",213,Ipsep,-8.116225406,-34.92041192,1353.953936,IPSEP
Da Rua Leonardo Da Vinci,Praça,Rua Leonardo Da Vinci/ Rua Goncalves De Magalhaes/  Rua Bernardino Da Costa,124320.0,,Praça da rua Leonardo da Vinci,"922,3526752","126,5954978",264,Imbiribeira,-8.117564241,-34.91620587,922.3526752,IMBIRIBEIRA
Encanta Moça/ Posto Policial,Praça,Rua Artur Licio,124338.0,,Praça Encanta Moça/Posto Policial,"312,7448059","102,9105233",248,Pina,-8.093072428,-34.88864188,312.7448059,PINA
Nargor Do Carmo,Praça,Rua Engenho Cangaca/ Rua Engenho Carauna/ Rua Engenho Camboinha,,,,"238,8462896","59,69773054",264,Imbiribeira,-8.089104566,-34.90575998,238.8462896,IMBIRIBEIRA
Arquiteta Maria Lucia,Praça,Rua Esdras Farias/Rua Helio Brandao/Rua Americo De Campos/Rua Abdias Cabral De Moura,123455.0,,Praça arquiteta Maria Lucia,"1655,188733","193,3996948",213,Ipsep,-8.103822755,-34.92671357,1655.188733,IPSEP
Mauriceia,Praça,Rua Araraquara/Rua Itaquice/Rua Jean Emile Favre/ Rua Aracatuba,123463.0,,Praca Mauriceia,"3321,672987","228,1329704",213,Ipsep,-8.107793342,-34.91646488,3321.672987,IPSEP
Do Jacaré,Praça,Rua Raul Leoni/ Rua Simoes Neto/ Rua Edward Jenner/ R Deputado Antonio Heraclio,123480.0,,Praça do Jacaré,"847,4175263","116,7881436",264,Imbiribeira,-8.118242401,-34.91781849,847.4175263,IMBIRIBEIRA
Jose D'Emerycarneiro,Praça,Rua Jose D'Emery Carneiro/ R Inez De Castro/R Aristharcho Lopes/R Dr Samuel Hardman C De Albuquerque,123471.0,,Praça Josen Demery Carneiro,"1356,488984","144,2699152",213,Ipsep,-8.117063431,-34.92137852,1356.488984,IPSEP
Lins Do Rego/ Dos Brotos,Praça,Rua Lins Do Rego/ Rua Lopes Trovao/ Rua Paulo De Prontin/ Rua Manuel De Macedo,123498.0,,Praça Lins do Rego/dos Brotos,"839,504624","116,3590438",264,Imbiribeira,-8.118709463,-34.91914364,839.504624,IMBIRIBEIRA
Circular Do Alto Jordao,Praça,Rua Toritama / Avenida Dona Carentina,123528.0,,Praça Circular do Alto Jordão,"459,2242256","83,19132398",221,Jordao,-8.134237437,-34.94381569,459.2242256,JORDAO
Mercado Municipal Da Ur-5,Praça,Rua Dr Otavio Moraes Vasconcelos / Rua Capitao Vicente Curado,123510.0,,Praça Mercado Municipal da UR-5,"2244,732933","195,3386233",884,Cohab,-8.132432675,-34.94882182,2244.732933,COHAB
Da Rua Eliza  Leal Wanderley,Praça,Rua Eliza Leal Wanderley/Rua Deputado Celso Miranda/Rua Alaide Sa Leitao/ Avenida Presidente Dutra,123536.0,,Praça da rua Elza Leal Wanderley,"655,2360626","120,4504733",213,Ipsep,-8.110108388,-34.92662342,655.2360626,IPSEP
Da Rua Rosa M De Melo,Praça,Rua Deputado Edson Moury Fernandes/R Rosa Magalhaes/Avenida Pres Dutra/R Maria Jose Mota Da Silveira,123544.0,,Praça da rua Rosa M. de Melo,"638,6699865","113,3485947",213,Ipsep,-8.108636596,-34.92682751,638.6699865,IPSEP
Do  S,Praça,Avenida Mato Grosso / Rua Rio Ica / Rua Rio Ivo,123552.0,,Praça do S,"134,1514041","49,28275324",884,Cohab,-8.122273432,-34.94705778,134.1514041,COHAB
Todos Os Santos,Praça,Rua Todos Os Santos/ Rua Sepetiba/ Rua Piassabussu/Rua Ilheus,123242.0,,Praça Todos os Santos,"688,6905473","103,9248847",884,Cohab,-8.121080341,-34.95345689,688.6905473,COHAB
Da Rua Jatobá,Praça,Rua Arco Verde / Rua Sao Vicente Ferrer,123587.0,,Praça da Rua Jatobá,"1181,594746","211,8338939",884,Cohab,-8.123667543,-34.94645226,1181.594746,COHAB
Vitoria Do Povo,Praça,Rua Jordania,123579.0,,Praça Vitória do Povo,"2156,2766","180,3525019",884,Cohab,-8.118321894,-34.94616099,2156.2766,COHAB
Geraldo Vilas Boas,Praça,Rua Padre Manuel Ribeiro Da Rocha / R Barbara Heliodora / R Jose Do Patrocinio / R Cupertino Cintra,123560.0,,Praça Geraldo Vilas Boas,"898,4454546","115,1289546",884,Cohab,-8.131276898,-34.94911435,898.4454546,COHAB
Dalva De Oliveira,Praça,Rua Guaranta / Rua Tocantinopolis / Rua Neopolis / Rua Sao Bento Do Una,123595.0,,Praça Dalva de Oliveira,"1279,548747","136,9231118",884,Cohab,-8.116224924,-34.94646448,1279.548747,COHAB
Da Rua Quintino Bocaiuva,Praça,Rua Barao De Jaqui/Rua Comandante Garcia D'Avilla/R Quintino Bocaiuva/R Orestes Barbosa,123609.0,,Praça da rua Quintino Bocaiuva,"1622,526345","157,7818781",213,Ipsep,-8.115533124,-34.91762026,1622.526345,IPSEP
Da Rua Clotilde Machado Ii,Praça,Rua Pintor Antonio Albuquerque/Rua Clotilde Machado/Rua Itacambira,123617.0,,Praça da Rua Clotilde de Machado I e II,"1030,971457","143,1872406",213,Ipsep,-8.107275838,-34.92177898,1030.971457,IPSEP
Da Rua Clotilde Machado  I,Praça,Rua Itacambira/Rua Clotilde Machado/Rua Irapua,123617.0,,Praça da Rua Clotilde de Machado I e II,"1221,103405","150,4829002",213,Ipsep,-8.107671976,-34.92143116,1221.103405,IPSEP
Prof. Jeronimo Gueiros,Praça,Rua Joraci Camargo / Rua Pianco / Rua Santa Agda / Rua Tamara,123633.0,,Praça professor Jeronimo Gueiros,"2806,9584","220,0939214",221,Jordao,-8.13499924,-34.9400395,2806.9584,JORDAO
Da Rua Jose Rodrigues,Praça,Rua Jose Rodrigues,123641.0,,Praça da rua José Rodrigues,"319,7112451","78,89388392",248,Pina,-8.090992837,-34.89257984,319.7112451,PINA
Da Rua Guarabira,Praça,Rua Antonio Paes Barreto/ Rua Jose Da Silva Lucena / Rua Guarabira / Rua Sargento Silvino De Macedo,123650.0,,Praça da rua Guarabira,"4369,880209","261,3782422",264,Imbiribeira,-8.114097516,-34.9074951,4369.880209,IMBIRIBEIRA
Campo De Pelada Carlos Rios,Praça,/ Rua Moacir Albuquerque,123668.0,,Praça Campo de pelada Carlos Rios,"4655,198816","324,1294534",264,Imbiribeira,-8.085727266,-34.91051676,4655.198816,IMBIRIBEIRA
Do Terminal De Ônibus Da Ur-2,Praça,Rua Monica Raposo/ Avenida Santos,123676.0,,Praça do Terminal de ônibus da UR-2,"134,4165693","59,27052889",884,Cohab,-8.114574472,-34.95533183,134.4165693,COHAB
Da Av Senador Robert Kennedy,Praça,Avenida Senador Robert Kennedy/Rua Condessa De Barral/ Rua Joao Ramalho/R Jose Fernandes Portugal,123889.0,,Praça da Avenida Senador Robert Kennedy,"7036,075814","373,1950877",264,Imbiribeira,-8.117619511,-34.91837467,7036.075814,IMBIRIBEIRA
Da Chesf,Praça,Avenida Engenheiro Abdias De Carvalho/ Rua Delmiro Gouveia Rua Quinze De Marco,123501.0,,Praça da CHESF,"15330,68555","563,8253528",701,Torroes,-8.062636847,-34.93095874,15330.68555,TORROES
Do Bueirao,Praça,Rua Barreto Campelo/ Rua Zilda S De Santana,123692.0,,Praça do Bueirão,"9910,705467","398,3720639",655,Torre,-8.046109959,-34.91386863,9910.705467,TORRE
Jacarezinho,Praça,Rua Iguatu/Travessa Garibaldi,123730.0,,Praça Jacarezinho,"1502,539253","157,4161556",310,Campina Do Barreto,-8.018500505,-34.88289503,1502.539253,CAMPINA DO BARRETO
Chao De Estrelas,Praça,Rua Doutor Elias Gomes,123714.0,,Praça Chão de Estrelas,"9859,462253","497,6514423",310,Campina Do Barreto,-8.020573233,-34.87994024,9859.462253,CAMPINA DO BARRETO
Novaes Filho,Praça,Rua Iguatu/ Rua Constanca/ R Coronel Mario  Liborio,123722.0,,Praça Novaes Filho,"11766,57691","469,8948142",310,Campina Do Barreto,-8.016610587,-34.8819309,11766.57691,CAMPINA DO BARRETO
Do Iml,Praça,Rua Engenho Babilonia / Rua Engenho Titara / Rua Engenho Mameluco,122939.0,16457/99,Praça do IML,"387,2821409","92,72932764",884,Cohab,-8.11286166,-34.94932137,387.2821409,COHAB
Getulio Vargas,Praça,Rua Raul Morais/Avenida General San Martin/ Rua Tomaz Gonzaga,123749.0,,Praça Getulio Vargas,"478,3083861","128,3450325",680,Cordeiro,-8.054004913,-34.92272441,478.3083861,CORDEIRO
Santa Lucia,Praça,Avenida Mauricio De Nassau/ R Santa Lucia/ Trv Santa Lucia,123757.0,,Praça Santa Lucia,"374,0356016","77,43181915",698,Iputinga,-8.039151075,-34.93011995,374.0356016,IPUTINGA
Chico Scince,Praça,Avenida Abdias De Carvalho,123773.0,,Praça Chico Scince,"2122,671134","180,6815349",760,Ilha Do Retiro,-8.061929077,-34.90169642,2122.671134,ILHA DO RETIRO
Dr Jose De Melo,Praça,Rua Padre Roma/ Rua Sebastiao Malta Arco Verde/Rua Afonso Celso,123781.0,,Praça Doutor Jose de Melo,"314,9762781","82,22720575",469,Parnamirim,-8.032712668,-34.90740837,314.9762781,PARNAMIRIM
Dr Jose De Melo,Praça,Rua Sebastiao Alves/ Rua Afonso Celso,123781.0,,Praça Doutor Jose de Melo,"123,9371364","53,93551919",191,Tamarineira,-8.032659255,-34.90713144,123.9371364,TAMARINEIRA
Alto Da Serrinha,Praça,Rua Alto Da Serrinha/Rua Alto Do Tiro,123803.0,,Praça Alto da Serrinha,"296,1413762","83,7877403",949,Alto Santa Terezinha,-8.012648303,-34.90931455,296.1413762,ALTO SANTA TEREZINHA
Alto Da Serrinha,Praça,Rua Alto Da Serrinha/Rua Alto Brasil,123803.0,,Praça Alto da Serrinha,"32,65421047","23,36357214",949,Alto Santa Terezinha,-8.012563637,-34.90911644,32.65421047,ALTO SANTA TEREZINHA
Arão Botler,Praça,Avenida Cidade De Monteiro/Rua Arao Botler,123811.0,,Praça Arão Botler,"291,6971462","89,32863098",361,Porto Da Madeira,-8.008670426,-34.88814566,291.6971462,PORTO DA MADEIRA
Treze De Junho,Praça,Avenida Prof Jose Dos Anjoa/ Rua Santos Dumont/R Treze De Junho,123820.0,,Praça Treze de Junho,"152,7096939","68,17119267",183,Rosarinho,-8.028282743,-34.894669,152.7096939,ROSARINHO
Treze De Junho,Praça,Avenida Santoa Dumont/Rua Treze De Junho/Avenida Prof Jose Dos Anjos,123820.0,,Praça Treze de Junho,"694,077783","115,5621761",183,Rosarinho,-8.028376755,-34.89501515,694.077783,ROSARINHO
Das Flores,Praça,Rua Euclides Fonseca/Rua Dr Jose Higino Ribeiro Campos/R Prof Joao Rodrigues,123838.0,,Praça das Flores,"243,970787","88,71789312",175,Encruzilhada,-8.033250341,-34.89383251,243.970787,ENCRUZILHADA
Encanamento,Praça,Estrada Do Encanamento,123846.0,,Praça Encanamento,"2065,990973","282,7972507",434,Casa Amarela,-8.031791658,-34.91409823,2065.990973,CASA AMARELA
Bambu,Praça,Rua Nova Cruz / Rua Diamantina,123862.0,,Praça Bambu,"946,3491635","120,5863519",884,Cohab,-8.121702686,-34.9544336,946.3491635,COHAB
Da Biblia,Praça,Estrada Da Mumbeca/ Travessa Da Estrada Da Mumbeca,52850.0,15568/92,Praça da Biblia,"529,6176626","101,5410172",418,Guabiraba,-7.964861101,-34.92333092,529.6176626,GUABIRABA
Souto Filho,Praça,Rua Hoel Sette/Avenida Conselheiro Rosa E Silva/ Rua Do Futuro,66974.0,05640/59,Praça Souto Filho,"5582,462505","413,9905075",159,Jaqueira,-8.036102966,-34.90287433,5582.462505,JAQUEIRA
Prof. Calazans,Praça,Rua Galvao Raposo/Rua Jose Higino/ Rua Menezes Drumond/R Ernani Braga,77585.0,07413/61,Praça Professor Calazans,"3904,648033","242,0370332",647,Madalena,-8.050560695,-34.91019588,3904.648033,MADALENA
